"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2026-05-01 ~ 2026-05-31"
"실거래구분 : 연립다세대(전월세)"
"주소구분 : 지번주소"
"시도 : 전체"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","건물명","전월세구분","전용면적(㎡)","계약년월","계약일","보증금(만원)","월세금(만원)","층","건축년도","도로명","계약기간","계약구분","갱신요구권 사용","종전계약 보증금(만원)","종전계약 월세(만원)","주택유형"
"1327","서울특별시 강동구 길동","369-5","0369","0005","구일주택","월세","53.7200","202605","22","16,762","20","6","2021","양재대로117길 16","202606~202805","갱신","-","16,495","17","연립다세대"
"1328","서울특별시 강동구 길동","369-5","0369","0005","구일주택","월세","52.1400","202605","22","16,619","19","5","2021","양재대로117길 16","202606~202805","갱신","-","16,354","17","연립다세대"
"1329","서울특별시 강동구 고덕동","642-3","0642","0003","(642-3)","월세","53.3500","202605","22","13,000","10","2","1988","동남로83길 59","202606~202806","갱신","-","13,000","0","연립다세대"
"1330","서울특별시 강동구 암사동","457-30","0457","0030","신우휴먼빌","월세","41.6200","202605","22","3,481","23","2","2019","고덕로 84-13","202606~202805","갱신","-","3,395","22","연립다세대"
"1331","서울특별시 송파구 오금동","32","0032","0000","중앙클래식하우스","월세","40.8700","202605","22","34,650","15","7","2016","마천로 100","202606~202806","갱신","-","33,000","14","연립다세대"
"1332","서울특별시 송파구 방이동","137-11","0137","0011","라센트빌","월세","45.3200","202605","22","30,000","5","2","2019","위례성대로8길 41","202605~202805","갱신","사용","30,000","0","연립다세대"
"1333","서울특별시 송파구 문정동","81-7","0081","0007","행복빌리지","월세","52.6000","202605","22","20,000","23","5","2012","새말로10길 3-4","202606~202806","갱신","-","20,000","19","연립다세대"
"1334","서울특별시 송파구 삼전동","30-6","0030","0006","진성빌라","월세","65.3200","202605","22","27,000","21","3","1992","백제고분로22길 8-9","202605~202805","갱신","-","2,700","15","연립다세대"
"1335","서울특별시 송파구 석촌동","232-9","0232","0009","(232-9)","월세","29.9900","202605","22","26,000","5","2","2020","백제고분로34길 15-19","202606~202806","갱신","사용","31,500","0","연립다세대"
"1336","서울특별시 송파구 잠실동","321-19","0321","0019","(321-19)","전세","39.7200","202605","22","15,986","0","5","2011","백제고분로18길 16-21","202606~202806","갱신","-","15,225","0","연립다세대"
"1337","서울특별시 송파구 잠실동","251-11","0251","0011","소미골드라인","전세","25.3400","202605","22","27,000","0","7","2017","삼전로9길 5-21","202605~202805","갱신","-","26,000","0","연립다세대"
"1338","서울특별시 강남구 도곡동","547-11","0547","0011","백년빌","월세","25.4100","202605","22","4,765","22","5","2021","도곡로18길 10","202606~202805","갱신","-","2,925","30","연립다세대"
"1339","서울특별시 강남구 대치동","929-18","0929","0018","929-18","월세","50.6000","202605","22","2,000","109","2","2002","삼성로63길 16-13","202606~202806","갱신","-","2,000","104","연립다세대"
"1340","서울특별시 강남구 개포동","1195-2","1195","0002","안트레","전세","29.9900","202605","22","33,200","0","2","2020","논현로12길 9-9","202606~202806","갱신","사용","32,500","0","연립다세대"
"1341","서울특별시 서초구 방배동","939-13","0939","0013","스마트캐슬","전세","29.1500","202605","22","29,290","0","3","2017","서초대로18길 17","202607~202807","갱신","사용","27,900","0","연립다세대"
"1342","서울특별시 서초구 방배동","914-11","0914","0011","리치하우스","전세","44.1800","202605","22","34,728","0","3","2017","방배로13길 41-14","202605~202805","갱신","-","33,075","0","연립다세대"
"1343","서울특별시 서초구 방배동","900-47","0900","0047","서리풀파크뷰","월세","28.1200","202605","22","29,000","5","4","2014","서초대로30길 26","202607~202807","갱신","-","29,000","0","연립다세대"
"1344","서울특별시 서초구 방배동","893-13","0893","0013","돌체하우스","전세","74.4400","202605","22","44,000","0","2","1996","서초대로32길 9-9","202606~202806","갱신","사용","42,000","0","연립다세대"
"1345","서울특별시 동작구 상도동","491-2","0491","0002","인영리치빌","전세","62.7800","202605","22","33,000","0","3","2002","상도로56길 7","202607~202807","갱신","-","23,000","0","연립다세대"
"1346","서울특별시 영등포구 신길동","158-28","0158","0028","주원베르빌101동","전세","27.5300","202605","22","27,000","0","6","2019","도신로52길 11-5","202606~202806","갱신","-","26,000","0","연립다세대"
"1347","서울특별시 구로구 개봉동","304-5","0304","0005","디자인골든빌(304-5)","전세","29.7300","202605","22","15,690","0","4","2014","개봉로17다길 13","202605~202810","갱신","사용","14,990","0","연립다세대"
"1348","서울특별시 구로구 고척동","236-9","0236","0009","스타빌","월세","28.7000","202605","22","4,400","35","4","2014","고척로51길 64-4","202605~202805","갱신","-","4,000","35","연립다세대"
"1349","서울특별시 강서구 화곡동","155-6","0155","0006","웰빙라이프(155-6)","전세","61.6600","202605","22","17,100","0","5","2011","강서로18바길 22-6","202605~202805","갱신","사용","17,000","0","연립다세대"
"1350","서울특별시 강서구 등촌동","643-69","0643","0069","고센아트빌","전세","34.7900","202605","22","29,000","0","6","2015","공항대로53나길 9","202606~202809","갱신","-","28,000","0","연립다세대"
"1351","서울특별시 마포구 염리동","147-9","0147","0009","염리명강빌4차","월세","21.7900","202605","22","17,300","3","4","2020","숭문2길 5-13","202606~202806","갱신","-","17,300","0","연립다세대"
"1352","서울특별시 마포구 용강동","494-23","0494","0023","성운빌라","전세","32.7000","202605","22","20,400","0","5","2008","토정로25길 6-7","202606~202806","갱신","사용","19,500","0","연립다세대"
"1353","서울특별시 마포구 아현동","353-4","0353","0004","(353-4)","월세","25.0800","202605","22","30,000","9","8","2020","신촌로 224","202606~202807","갱신","-","30,000","9","연립다세대"
"1354","서울특별시 마포구 아현동","327-10","0327","0010","아현시티","월세","25.7400","202605","22","34,800","5","4","2020","신촌로34길 11","202605~202805","갱신","사용","34,800","0","연립다세대"
"1355","서울특별시 은평구 갈현동","515-29","0515","0029","뉴팰리스","월세","59.2600","202605","22","311","21","4","2011","갈현로27길 9-4","202606~202805","갱신","-","300","20","연립다세대"
"1356","서울특별시 은평구 갈현동","327-69","0327","0069","경남드림빌","전세","59.3500","202605","22","22,000","0","2","2008","서오릉로20길 4-1","202605~202805","갱신","사용","21,000","0","연립다세대"
"1357","서울특별시 강북구 수유동","572-68","0572","0068","태양빌라(A)","월세","44.6400","202605","22","1,000","70","1","1991","삼양로139나길 20","202606~202706","갱신","사용","1,000","70","연립다세대"
"1358","서울특별시 강북구 수유동","508-37","0508","0037","하나아이파크빌","월세","49.8400","202605","22","24,000","5","3","2016","인수봉로55길 21-14","202608~202808","갱신","사용","24,000","0","연립다세대"
"1359","서울특별시 중랑구 중화동","309-11","0309","0011","(309-11)","전세","40.4800","202605","22","32,000","0","4","2021","봉화산로3길 62-7","202606~202806","갱신","-","32,000","15","연립다세대"
"1360","서울특별시 중랑구 상봉동","85-2","0085","0002","해피뜨래(85-2)","전세","30.9700","202605","22","27,000","0","6","2018","상봉로23길 25","202606~202806","갱신","사용","26,000","0","연립다세대"
"1361","서울특별시 동대문구 용두동","39-535","0039","0535","그린캐슬","전세","27.3100","202605","22","24,100","0","5","2019","천호대로35길 77","202606~202806","갱신","-","24,000","0","연립다세대"
"1362","서울특별시 광진구 자양동","643-42","0643","0042","현대리버빌B동","전세","52.7100","202605","22","28,600","0","2","2002","뚝섬로54길 61","202606~202806","갱신","-","24,600","0","연립다세대"
"1363","서울특별시 광진구 자양동","638-12","0638","0012","대원빌11차","전세","29.6800","202605","22","25,200","0","3","2015","뚝섬로52나길 18-5","202606~202806","갱신","사용","24,000","0","연립다세대"
"1364","서울특별시 광진구 광장동","182-8","0182","0008","이천아트빌라","월세","29.9600","202605","22","18,900","5","3","2016","아차산로78가길 36-4","202606~202806","갱신","사용","18,900","0","연립다세대"
"1365","서울특별시 광진구 구의동","210-62","0210","0062","정운빌라","월세","35.2300","202605","22","20,000","30","2","2013","아차산로61길 26","202606~202806","갱신","사용","20,000","25","연립다세대"
"1366","서울특별시 광진구 중곡동","150-94","0150","0094","준하우스빌","월세","53.7600","202605","22","10,000","85","2","2015","용마산로14길 3","202605~202805","갱신","-","24,000","0","연립다세대"
"1367","서울특별시 광진구 중곡동","33-57","0033","0057","글로리빌","전세","39.1550","202605","22","25,000","0","2","2014","긴고랑로19길 41","202605~202805","갱신","-","20,000","0","연립다세대"
"1368","서울특별시 성동구 성수동1가","656-1041","0656","1041","뚝섬리치빌A동","전세","28.4000","202605","22","28,550","0","5","2017","왕십리로10길 5-13","202605~202805","갱신","사용","27,195","0","연립다세대"
"1369","서울특별시 용산구 이촌동","206-20","0206","0020","삼보(206-20)","월세","49.5900","202605","22","1,000","50","3","1972","이촌로18길 16","202605~202805","갱신","-","1,000","50","연립다세대"
"1370","서울특별시 용산구 효창동","5-23","0005","0023","금강프라임빌(5-23)","전세","33.2900","202605","22","28,000","0","3","2018","효창원로72길 16","202605~202805","갱신","-","23,500","0","연립다세대"
"1371","서울특별시 중구 만리동1가","54-4","0054","0004","코엑스파크서울역","전세","30.0000","202605","22","31,500","0","3","2022","만리재로37길 20-1","202609~202809","갱신","-","30,000","0","연립다세대"
"1372","서울특별시 성동구 용답동","226-2","0226","0002","더플러스용답1","월세","51.5800","202605","22","10,342","66","3","2022","자동차시장1길 6","202606~202805","갱신","-","7,497","77","연립다세대"
"1373","서울특별시 영등포구 당산동1가","194-1","0194","0001","A-클래스","전세","29.7400","202605","22","28,300","0","8","2019","영신로47길 9-1","202606~202806","갱신","-","28,300","0","연립다세대"
"1374","서울특별시 양천구 신정동","190-12","0190","0012","백두빌리지","월세","59.9100","202605","22","3,721","38","3","2021","목동남로2길 56","202606~202805","갱신","-","3,721","38","연립다세대"
"1375","서울특별시 송파구 방이동","196-13","0196","0013","아미캐슬","전세","29.2100","202605","22","52,850","0","6","2019","위례성대로12길 15","202606~202806","갱신","-","50,850","0","연립다세대"
"1376","서울특별시 송파구 잠실동","321-19","0321","0019","(321-19)","전세","39.7200","202605","22","15,225","0","5","2011","백제고분로18길 16-21","202606~202806","갱신","-","15,225","0","연립다세대"
"1377","서울특별시 마포구 상암동","1293","1293","0000","태림펜트윈","월세","14.3100","202605","22","1,000","105","9","2021","성암로13길 25","202607~202707","갱신","-","1,000","100","연립다세대"
"1378","서울특별시 강동구 성내동","219-23","0219","0023","수현아트빌","전세","22.9800","202605","21","20,700","0","2","2016","천호대로168다길 51-5","202606~202806","갱신","-","19,800","0","연립다세대"
"1379","서울특별시 송파구 잠실동","312-12","0312","0012","sunvill(312-12)","전세","39.7400","202605","21","23,895","0","3","2002","백제고분로12길 7-23","202607~202807","갱신","-","23,895","0","연립다세대"
"1380","서울특별시 성북구 하월곡동","231","0231","0000","서도휴빌","월세","41.5400","202605","21","1,902","5","2","2017","장월로1마길 23","202606~202805","갱신","-","802","10","연립다세대"
"1381","서울특별시 송파구 삼전동","65-9","0065","0009","(65-9)","월세","29.6300","202605","21","1,000","91","3","2015","백제고분로28길 27","202605~202805","갱신","-","1,000","82","연립다세대"
"1382","전남광주통합특별시 서구 농성동","278-1","0278","0001","제이앤지타운","월세","19.7700","202605","21","1,000","33","5","2012","경열로 11","202605~202805","갱신","-","1,000","23","연립다세대"
"1383","인천광역시 영종구 운남동","319-6","0319","0006","하늘운빌리지B동","전세","90.6300","202605","21","5,000","0","4","2008","운중로48번길 66-27","202605~202805","갱신","사용","5,000","0","연립다세대"
"1384","서울특별시 송파구 오금동","80-1","0080","0001","희망","월세","50.9800","202605","21","1,592","46","5","2021","중대로34길 14-1","202606~202805","갱신","-","3,831","39","연립다세대"
"1385","서울특별시 동작구 사당동","1006-17","1006","0017","(1006-17)","전세","76.0200","202605","21","42,000","0","3","1996","동작대로21길 28","202605~202805","갱신","사용","40,000","0","연립다세대"
"1386","경상북도 경주시 시래동","1079","1079","0000","동부이끌림","월세","69.0019","202605","21","1,000","55","3","2016","구매1길 39-6","202605~202805","갱신","-","1,000","55","연립다세대"
"1387","부산광역시 금정구 부곡동","59-3","0059","0003","루미에르","월세","54.9100","202605","21","4,484","14","5","2021","무학송로 100","202607~202806","갱신","-","1,384","32","연립다세대"
"1388","경기도 구리시 교문동","212-5","0212","0005","해담채","월세","44.0900","202605","21","3,000","131","3","2022","아차산로506번길 34","202605~202805","갱신","사용","3,000","125","연립다세대"
"1389","서울특별시 서초구 양재동","18-10","0018","0010","영동빌라","월세","113.4000","202605","21","6,000","190","2","1984","바우뫼로39길 52","202607~202807","갱신","-","6,000","150","연립다세대"
"1390","서울특별시 은평구 응암동","594-80","0594","0080","오롯이빌","월세","17.3700","202605","21","15,750","24","2","2020","응암로 163-23","202605~202805","갱신","-","15,600","20","연립다세대"
"1391","서울특별시 마포구 망원동","439-10","0439","0010","로얄센터빌","월세","47.0400","202605","21","33,000","20","2","2016","월드컵로31길 106","202607~202807","갱신","사용","31,500","20","연립다세대"
"1392","서울특별시 광진구 자양동","197-12","0197","0012","미산빌17차","전세","29.6400","202605","21","33,075","0","3","2022","동일로4가길 10","202606~202806","갱신","-","31,500","0","연립다세대"
"1393","서울특별시 강남구 역삼동","648-1","0648","0001","강남IBC오피스텔","월세","47.0000","202605","21","2,000","188","14","1987","테헤란로7길 8","202605~202705","갱신","-","2,000","188","연립다세대"
"1394","서울특별시 마포구 아현동","744-1","0744","0001","진영빌라(구85-603)","월세","103.8000","202605","21","30,000","15","3","1992","마포대로26길 43","202608~202807","갱신","-","30,000","15","연립다세대"
"1395","경기도 화성시 병점구 진안동","494-29","0494","0029","업타운힐","전세","26.2200","202605","21","13,000","0","3","2019","병점중앙로169번길 15-5","202607~202807","갱신","-","12,500","0","연립다세대"
"1396","서울특별시 송파구 석촌동","216-18","0216","0018","라움","월세","29.8100","202605","21","30,000","8","2","2018","백제고분로34길 24","202607~202807","갱신","-","27,970","10","연립다세대"
"1397","경기도 구리시 교문동","212-5","0212","0005","해담채","월세","48.3100","202605","21","4,000","137","4","2022","아차산로506번길 34","202606~202806","갱신","사용","4,000","130","연립다세대"
"1398","경기도 부천시 소사구 심곡본동","712-3","0712","0003","두리골든타운","월세","39.9400","202605","21","3,000","20","3","2001","성주로232번길 10","202605~202805","갱신","-","1,000","50","연립다세대"
"1399","서울특별시 강동구 성내동","543-15","0543","0015","엘리시아315","월세","65.2200","202605","21","27,300","11","5","2011","성내로13길 12-5","202606~202806","갱신","-","27,300","6","연립다세대"
"1400","서울특별시 관악구 신림동","704-69","0704","0069","신우빌라C동","전세","61.7400","202605","21","11,500","0","-1","1988","난곡로 157-2","202608~202808","갱신","-","11,500","0","연립다세대"
"1401","서울특별시 송파구 석촌동","60-1","0060","0001","롯데빌라4차","월세","50.1900","202605","21","10,000","60","1","1990","석촌호수로18길 8-70","202607~202806","갱신","-","10,000","50","연립다세대"
"1402","서울특별시 중랑구 상봉동","87-28","0087","0028","청운명가시티","월세","29.8000","202605","21","2,000","90","6","2020","봉우재로41길 12","202605~202705","갱신","사용","2,000","90","연립다세대"
"1403","서울특별시 성동구 성수동1가","463-10","0463","0010","은탑빌라","월세","51.8500","202605","21","10,000","6","-1","1996","둘레3가길 9-6","202607~202807","갱신","-","10,000","4","연립다세대"
"1404","인천광역시 남동구 만수동","857-1","0857","0001","금호빌라(857-1)","월세","38.3700","202605","21","1,350","20","-1","1991","서판로64번길 68","202605~202611","갱신","-","1,400","0","연립다세대"
"1405","서울특별시 강남구 개포동","1211-2","1211","0002","현대빌라","월세","84.5200","202605","21","28,000","70","3","1990","개포로36길 9","202607~202901","갱신","-","18,000","100","연립다세대"
"1406","서울특별시 동대문구 청량리동","51-20","0051","0020","서환주택나동","전세","41.3100","202605","21","10,300","0","-1","1986","왕산로43가길 12","202606~202806","갱신","-","9,000","0","연립다세대"
"1407","강원특별자치도 춘천시 효자동","665-10","0665","0010","INHOUSE(인하우스)","월세","12.5000","202605","21","300","40","4","2012","소전길 35","202605~202705","갱신","-","300","39","연립다세대"
"1408","서울특별시 송파구 방이동","179-2","0179","0002","어반하우스","월세","16.9200","202605","21","2,000","55","5","2011","백제고분로50길 7-14","202606~202706","갱신","-","2,000","55","연립다세대"
"1409","서울특별시 강동구 성내동","409","0409","0000","광장트윈빌","월세","35.1700","202605","21","25,000","35","5","2018","성안로 86","202607~202807","갱신","-","25,000","25","연립다세대"
"1410","서울특별시 송파구 삼전동","93-16","0093","0016","무니네하우스","월세","14.6200","202605","21","15,400","26","4","2018","백제고분로27길 27-13","202606~202806","갱신","-","15,400","23","연립다세대"
"1411","경기도 파주시 야당동","183-41","0183","0041","카사보니토","전세","62.5500","202605","21","27,200","0","3","2020","하우고개길 147","202605~202805","갱신","-","29,400","0","연립다세대"
"1412","경기도 광주시 신현동","799-8","0799","0008","샤인빌C동","전세","71.3600","202605","21","18,375","0","2","2010","상태길 73-44","202606~202806","갱신","-","18,375","0","연립다세대"
"1413","경기도 구리시 교문동","426-21","0426","0021","비젼하우스","전세","72.7600","202605","21","27,550","0","5","2016","아차산로405번길 21-20","202605~202805","갱신","사용","26,250","0","연립다세대"
"1414","서울특별시 관악구 봉천동","877-26","0877","0026","건영빌라가동","전세","32.6300","202605","21","16,500","0","3","1991","관악로15길 47-14","202607~202807","갱신","사용","15,900","0","연립다세대"
"1415","서울특별시 송파구 석촌동","56-8","0056","0008","도무스빌","월세","39.5600","202605","21","17,000","14","3","2001","석촌호수로18길 16-7","202606~202806","갱신","-","17,000","12","연립다세대"
"1416","서울특별시 구로구 온수동","22-21","0022","0021","베노아빌","월세","59.8000","202605","21","25,000","14","2","2018","부일로1길 26-3","202608~202807","갱신","사용","25,000","14","연립다세대"
"1417","서울특별시 서대문구 북아현동","187-9","0187","0009","대림그린빌","전세","73.9700","202605","21","27,000","0","4","2003","북아현로23길 11","202605~202705","갱신","사용","27,000","0","연립다세대"
"1418","서울특별시 용산구 후암동","60-11","0060","0011","주연하우스","전세","27.8300","202605","21","27,000","0","3","2022","후암로30길 19","202606~202706","갱신","-","27,000","0","연립다세대"
"1419","경기도 수원시 팔달구 인계동","1039-2","1039","0002","THEJK","월세","24.0300","202605","21","8,670","19","5","2018","권광로207번길 33","202605~203005","갱신","-","8,670","19","연립다세대"
"1420","서울특별시 송파구 삼전동","8-13","0008","0013","세원빌리지(8-13)","월세","75.8700","202605","21","37,750","31","5","2002","삼전로8길 4-17","202606~203006","갱신","사용","37,750","0","연립다세대"
"1421","서울특별시 서대문구 창천동","335","0335","0000","메트로빌","전세","70.0400","202605","21","24,150","0","2","2003","신촌로1안길 30","202606~202806","갱신","사용","23,000","0","연립다세대"
"1422","서울특별시 광진구 중곡동","255-9","0255","0009","중곡에스하임월드1","월세","29.9100","202605","21","1,546","20","4","2018","긴고랑로6길 37","202606~202805","갱신","-","1,488","19","연립다세대"
"1423","경기도 안양시 만안구 석수동","775-2","0775","0002","영광빌라(17차)","전세","38.0700","202605","21","12,500","0","3","1988","와룡로3번길 11","202606~202806","갱신","-","12,000","0","연립다세대"
"1424","경기도 수원시 팔달구 인계동","1027-12","1027","0012","Homecineone(1027-12)","전세","29.9700","202605","21","14,900","0","3","2016","권광로175번길 97","202606~203004","갱신","-","15,000","0","연립다세대"
"1425","서울특별시 송파구 마천동","80-14","0080","0014","한빛주택(80-14)","전세","43.8700","202605","21","25,000","0","3","2003","성내천로30길 6","202606~202806","갱신","-","11,000","0","연립다세대"
"1426","서울특별시 송파구 석촌동","58-27","0058","0027","(58-27)","월세","29.0000","202605","21","1,000","64","4","2016","석촌호수로18길 24-21","202607~202807","갱신","-","1,000","61","연립다세대"
"1427","서울특별시 서초구 방배동","812-7","0812","0007","방배엘리시아","전세","34.4100","202605","21","35,000","0","4","2014","서초대로23길 100","202606~202806","갱신","-","33,900","0","연립다세대"
"1428","서울특별시 관악구 신림동","1666-56","1666","0056","대동팰리스","월세","18.2400","202605","21","7,000","90","5","1985","시흥대로 536-1","202606~202806","갱신","-","5,000","100","연립다세대"
"1429","서울특별시 양천구 목동","760-12","0760","0012","현대파크빌","월세","81.0900","202605","21","20,000","51","1","2001","목동중앙로5길 43","202607~202807","갱신","사용","20,000","45","연립다세대"
"1430","서울특별시 성북구 동소문동6가","211-2","0211","0002","LOVOM-D211","월세","29.5300","202605","21","2,000","147","2","2024","동소문로15길 66","202607~202707","갱신","-","2,000","140","연립다세대"
"1431","서울특별시 용산구 원효로1가","17-121","0017","0121","(17-121)","전세","29.9700","202605","21","20,948","0","3","2015","백범로79길 54","202608~202808","갱신","-","20,948","0","연립다세대"
"1432","서울특별시 양천구 신월동","225-23","0225","0023","하늘숲","월세","46.0800","202605","21","3,000","100","4","2018","곰달래로 16-6","202605~202805","갱신","사용","3,000","90","연립다세대"
"1433","서울특별시 송파구 송파동","95-61","0095","0061","(95-61)","월세","29.4400","202605","21","20,000","12","3","2017","가락로19길 9-5","202606~202806","갱신","-","20,000","8","연립다세대"
"1434","서울특별시 동작구 사당동","193-6","0193","0006","(193-6)","전세","56.3200","202605","21","27,220","0","2","2012","사당로2가길 141-16","202605~202805","갱신","사용","25,930","0","연립다세대"
"1435","서울특별시 용산구 원효로1가","29-2","0029","0002","티엠타운","전세","29.9200","202605","21","28,500","0","2","2015","원효로81길 9","202607~202807","갱신","사용","27,500","0","연립다세대"
"1436","서울특별시 광진구 자양동","626-3","0626","0003","아스하임(626-3)","월세","15.6600","202605","21","1,000","105","7","2017","자양로13길 8","202605~202705","갱신","-","1,000","100","연립다세대"
"1437","경기도 가평군 가평읍 읍내리","608-5","0608","0005","가평청사복합경기행복주택","월세","44.1400","202605","21","3,930","22","6","2019","석봉로191번길 10","202606~202805","갱신","-","3,816","22","연립다세대"
"1438","경기도 수원시 팔달구 인계동","1027-12","1027","0012","Homecineone(1027-12)","전세","29.9700","202605","21","14,900","0","3","2016","권광로175번길 97","202606~203004","갱신","-","15,000","0","연립다세대"
"1439","대구광역시 수성구 수성동1가","551-6","0551","0006","수성아트A동","전세","53.4900","202605","21","9,000","0","2","1994","명덕로76안길 7","202605~202805","갱신","-","9,000","0","연립다세대"
"1440","서울특별시 송파구 마천동","354-19","0354","0019","마일맨션1동","전세","43.2000","202605","21","15,750","0","2","2004","성내천로41길 11","202606~202806","갱신","-","15,750","0","연립다세대"
"1441","서울특별시 강남구 개포동","1233-8","1233","0008","리아체","전세","48.3500","202605","21","36,000","0","4","2017","논현로18길 22-20","202605~202805","갱신","-","34,000","0","연립다세대"
"1442","서울특별시 양천구 목동","720-5","0720","0005","(720-5)","월세","53.8200","202605","21","28,000","20","2","2015","목동중앙남로3가길 96","202606~202806","갱신","-","27,400","10","연립다세대"
"1443","서울특별시 성북구 장위동","283-49","0283","0049","DasHaus","전세","47.4400","202605","21","23,000","0","3","2016","장위로21길 43","202606~202608","갱신","-","23,000","0","연립다세대"
"1444","서울특별시 중랑구 중화동","329-32","0329","0032","(329-32)","전세","37.5900","202605","21","22,900","0","2","2019","동일로123길 98-20","202606~202806","갱신","사용","21,900","0","연립다세대"
"1445","서울특별시 중랑구 면목동","65-53","0065","0053","키스톤하우스","월세","45.7700","202605","21","3,000","60","6","2018","용마산로81길 12-7","202605~202610","갱신","-","3,000","60","연립다세대"
"1446","서울특별시 성동구 금호동2가","501-36","0501","0036","한마루빌","전세","64.6700","202605","21","32,000","0","1","2003","금호산15길 13","202605~202805","갱신","사용","31,000","0","연립다세대"
"1447","서울특별시 용산구 청파동1가","1-2","0001","0002","(1-2)","전세","54.3600","202605","21","23,100","0","1","1987","청파로71가길 12","202606~202806","갱신","사용","22,000","0","연립다세대"
"1448","경기도 안성시 공도읍 진사리","20-58","0020","0058","리치하우스","월세","21.6600","202605","21","100","35","1","2013","진사길 15-40","202606~202706","갱신","-","100","33","연립다세대"
"1449","서울특별시 금천구 시흥동","979-4","0979","0004","아르스파크","월세","29.9700","202605","21","19,740","8","4","2019","시흥대로 8","202608~202808","갱신","사용","19,740","4","연립다세대"
"1450","경기도 광주시 능평동","230-8","0230","0008","대왕송케슬","월세","57.7900","202605","21","13,300","10","2","2011","창뜰윗길 54-4","202606~202806","갱신","-","14,000","0","연립다세대"
"1451","인천광역시 계양구 박촌동","78-39","0078","0039","킹스빌타운(78-39)","전세","33.6300","202605","21","6,300","0","3","2001","장제로995번길 24","202605~202805","갱신","사용","6,000","0","연립다세대"
"1452","서울특별시 송파구 문정동","48-14","0048","0014","유성빌라트","월세","74.6000","202605","21","36,400","18","1","2001","동남로2길 21","202606~202806","갱신","사용","36,400","12","연립다세대"
"1453","서울특별시 서초구 서초동","1458-8","1458","0008","T&K서초","월세","29.3900","202605","21","1,775","45","4","2021","반포대로10길 25","202606~202805","갱신","-","1,627","44","연립다세대"
"1454","서울특별시 양천구 신월동","487-4","0487","0004","진영A","전세","81.7500","202605","21","20,000","0","1","1982","중앙로51길 62-1","202605~202805","갱신","-","20,000","0","연립다세대"
"1455","서울특별시 은평구 응암동","115-18","0115","0018","예지타운","월세","29.2300","202605","21","16,000","24","6","2016","은평로6길 9","202606~202806","갱신","사용","16,000","20","연립다세대"
"1456","서울특별시 노원구 공릉동","502-1","0502","0001","르네상스힐","전세","29.7600","202605","21","26,900","0","2","2023","동일로190길 28","202606~202806","갱신","사용","26,000","0","연립다세대"
"1457","충청북도 청주시 서원구 수곡동","24-3","0024","0003","수곡","월세","61.7200","202605","21","500","35","2","1979","수영로 51","202606~202706","갱신","-","500","35","연립다세대"
"1458","경기도 광주시 능평동","230-8","0230","0008","대왕송케슬","전세","57.7900","202605","21","14,000","0","2","2011","창뜰윗길 54-4","202606~202806","갱신","-","14,000","0","연립다세대"
"1459","경기도 남양주시 와부읍 덕소리","210-6","0210","0006","금성빌라6동","월세","40.8100","202605","21","1,000","40","2","1989","수레로77번길 4","202605~202805","갱신","-","1,000","40","연립다세대"
"1460","경기도 수원시 장안구 율전동","168-27","0168","0027","(168-27)","전세","41.7300","202605","21","15,200","0","2","2017","덕영대로407번길 45","202608~202808","갱신","-","15,200","0","연립다세대"
"1461","서울특별시 강동구 암사동","463-24","0463","0024","(463-24)","월세","106.5200","202605","21","32,000","20","3","2002","고덕로8길 45","202606~202706","갱신","-","32,000","4","연립다세대"
"1462","서울특별시 송파구 방이동","174-9","0174","0009","SG아트빌","월세","49.0800","202605","21","13,000","65","3","2003","백제고분로50길 19-20","202607~202806","갱신","사용","13,000","60","연립다세대"
"1463","서울특별시 서초구 방배동","593-84","0593","0084","쉐르빌","전세","52.7700","202605","21","38,325","0","1","2015","남부순환로297길 17","202607~202807","갱신","사용","36,500","0","연립다세대"
"1464","서울특별시 동작구 상도동","235-11","0235","0011","드림팰리스","전세","29.7800","202605","21","19,700","0","3","2011","성대로27길 22-3","202605~202808","갱신","사용","19,000","0","연립다세대"
"1465","서울특별시 구로구 궁동","237-9","0237","0009","현대힐타운(237-9)","월세","29.5500","202605","21","5,500","54","3","2017","부일로9길 82","202605~202805","갱신","사용","5,500","50","연립다세대"
"1466","서울특별시 구로구 개봉동","138-7","0138","0007","한샘쉐르빌(138-7)","전세","57.8200","202605","21","15,000","0","4","2002","경인로33길 29","202606~202806","갱신","-","15,000","0","연립다세대"
